Row Number,Customer ID,First Name,State,Gender,Age,Salary,Credit Score,Tenure,Balance,HasCrCard,Card Type,HasLoan,HasFD,Num Of Products,IsActiveMember,Exited,Complain,Count of Complains,Satisfaction Score,Point Earned,Preferred Channel
9131,WB09131,Zoya,West Bengal,Female,38,40000,682,4,0,1,Silver,0,1,2,1,0,1,6,7,58,Branch
9132,WB09132,Madhuri,West Bengal,Female,68,120000,600,1,0,1,Silver,0,1,2,0,1,0,0,3,110,Email
9133,MH09133,Nandini,Maharashtra,Female,56,168000,527,1,0,1,Platinum,0,0,1,1,1,1,26,3,0,Mobile
9134,DL09134,Naresh,Delhi,Male,36,163000,715,2,174507.02,1,Silver,0,1,2,1,0,0,0,9,140,Phone
9135,MH09135,Simran,Maharashtra,Female,54,41000,701,8,0,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
9136,MH09136,Neha,Maharashtra,Female,71,14000,577,2,21163.31,1,Silver,0,0,1,1,1,0,0,2,70,Phone
9137,MH09137,Ravi,Maharashtra,Male,70,22000,600,5,39187.93,1,Platinum,1,0,2,1,1,1,19,4,2,Branch
9138,MH09138,Harsh,Maharashtra,Male,50,96000,675,1,27746.95,1,Silver,0,0,1,1,0,0,0,4,90,Email
9139,MH09139,Shreya,Maharashtra,Female,44,165000,629,3,111154.93,1,Platinum,0,1,2,1,0,0,0,5,100,Email
9140,MH09140,Nikhil,Maharashtra,Male,60,144000,783,4,100498.47,1,Silver,0,1,2,1,0,0,0,4,90,Mobile
9141,KA09141,Naveen,Karnataka,Male,27,111000,686,5,30657.31,0,Not Applicable,0,1,1,1,0,0,0,5,100,Mobile
9142,KA09142,Charvi,Karnataka,Female,50,165000,729,2,43604.61,1,Platinum,0,1,2,1,0,0,0,8,130,Mobile
9143,TN09143,Vihaan,Tamil Nadu,Male,52,92000,551,3,0,1,Silver,0,0,1,0,1,1,15,2,0,Mobile
9144,TN09144,Arjun,Tamil Nadu,Male,57,127000,667,1,124229.65,0,Not Applicable,0,1,1,1,0,0,0,8,130,Phone
9145,MH09145,Ankita,Maharashtra,Female,32,56000,653,3,99713.34,1,Gold,0,1,2,1,0,0,0,7,120,Mobile
9146,KA09146,Priya,Karnataka,Female,63,143000,600,3,0,1,Gold,1,0,2,0,1,1,7,1,6,Branch
9147,KA09147,Rekha,Karnataka,Female,77,130000,600,4,0,0,Not Applicable,0,0,0,0,1,1,9,4,0,Phone
9148,MH09148,Komal,Maharashtra,Female,58,95000,605,2,185021.83,1,Silver,0,0,1,1,0,0,0,5,100,Email
9149,DL09149,Ashok,Delhi,Male,50,88000,787,10,18338.23,0,Not Applicable,1,0,1,1,0,0,0,10,150,Mobile
9150,KA09150,Rahul,Karnataka,Male,67,18000,459,1,27586.25,1,Silver,0,0,1,0,1,0,0,7,120,Branch
9151,DL09151,Rohan,Delhi,Male,26,84000,754,8,48459.64,1,Gold,0,1,2,1,0,1,8,8,64,Phone
9152,KA09152,Sumit,Karnataka,Male,67,176000,599,1,14764.54,1,Silver,0,1,2,1,1,1,5,2,10,Phone
9153,TN09153,Bharat,Tamil Nadu,Male,28,113000,710,2,181595.95,1,Gold,0,1,2,1,0,1,8,5,34,Phone
9154,KA09154,Payal,Karnataka,Female,50,168000,800,4,26216.34,1,Gold,0,0,1,1,0,0,0,4,90,Phone
9155,DL09155,Meenal,Delhi,Female,32,108000,705,1,22406.03,0,Not Applicable,0,1,1,1,0,0,0,4,90,Mobile
9156,MH09156,Payal,Maharashtra,Female,41,52000,704,4,203831.1,0,Not Applicable,0,1,1,1,0,0,0,4,90,Mobile
9157,MH09157,Tanmay,Maharashtra,Male,28,184000,702,3,34087.43,1,Silver,0,0,1,1,0,0,0,9,140,Mobile
9158,DL09158,Rekha,Delhi,Female,43,171000,699,5,208261.62,1,Gold,0,1,2,1,0,1,14,5,22,Mobile
9159,MH09159,Gopal,Maharashtra,Male,27,120000,716,1,0,0,Not Applicable,0,0,0,1,0,0,0,7,120,Phone
9160,DL09160,Ankita,Delhi,Female,72,30000,560,1,0,0,Not Applicable,0,0,0,0,1,1,30,5,0,Phone
9161,TN09161,Nikhil,Tamil Nadu,Male,48,52000,734,1,35269.4,1,Gold,0,1,2,1,0,0,0,6,110,Mobile
9162,DL09162,Umesh,Delhi,Male,74,195000,548,1,0,1,Platinum,0,0,1,0,1,1,22,2,0,Email
9163,DL09163,Jhanvi,Delhi,Female,79,95000,581,4,43167.2,1,Gold,0,1,2,0,1,1,21,5,58,Mobile
9164,MH09164,Anirudh,Maharashtra,Male,51,190000,710,1,197479.17,1,Platinum,0,1,2,1,0,0,0,7,120,Mobile
9165,MH09165,Mohan,Maharashtra,Male,55,22000,566,5,0,1,Platinum,1,1,3,0,1,0,0,2,110,Phone
9166,MH09166,Sai,Maharashtra,Male,40,146000,732,1,16910.69,1,Platinum,0,1,2,1,0,0,0,9,140,Email
9167,DL09167,Sai,Delhi,Male,50,195000,626,5,29902.31,1,Silver,0,0,1,1,0,0,0,10,150,Phone
9168,MH09168,Kavita,Maharashtra,Female,53,85000,531,1,0,0,Not Applicable,0,0,0,0,1,0,0,3,50,Email
9169,TN09169,Om,Tamil Nadu,Male,40,43000,756,2,76936.96,1,Silver,0,1,2,1,0,1,22,8,36,Branch
9170,TN09170,Esha,Tamil Nadu,Female,30,64000,661,3,230918.14,1,Gold,0,1,2,1,0,0,0,6,110,Mobile
9171,TN09171,Arjun,Tamil Nadu,Male,34,142000,705,2,11141.78,1,Platinum,0,0,1,1,0,0,0,8,130,Phone
9172,KA09172,Meera,Karnataka,Female,34,138000,795,2,0,1,Gold,0,0,1,1,0,0,0,6,110,Mobile
9173,MH09173,Neel,Maharashtra,Male,25,194000,705,3,165814.05,1,Silver,1,1,3,1,0,0,0,4,90,Mobile
9174,MH09174,Charvi,Maharashtra,Female,56,34000,696,4,182835.05,1,Platinum,0,1,2,1,0,1,7,5,36,Email
9175,MH09175,Rohan,Maharashtra,Male,66,106000,537,7,0,1,Silver,0,0,1,0,1,1,9,4,22,Email
9176,MH09176,Ritika,Maharashtra,Female,44,185000,764,6,75197,1,Platinum,0,1,2,1,0,0,0,4,90,Phone
9177,MH09177,Kartik,Maharashtra,Male,58,189000,656,1,27430.8,1,Platinum,0,0,1,1,0,0,0,7,120,Branch
9178,MH09178,Komal,Maharashtra,Female,58,115000,707,3,60939.07,1,Gold,0,1,2,1,0,0,0,5,100,Mobile
9179,DL09179,Kartik,Delhi,Male,29,82000,730,8,119469.55,1,Silver,0,1,2,1,0,0,0,5,100,Mobile
9180,TN09180,Zoya,Tamil Nadu,Female,27,124000,725,5,75339.87,1,Gold,0,1,2,1,0,0,0,9,140,Mobile
9181,MH09181,Rahul,Maharashtra,Male,40,90000,650,4,217381.01,1,Silver,0,0,1,1,0,0,0,4,90,Mobile
9182,MH09182,Rajesh,Maharashtra,Male,40,43000,695,5,128180.11,1,Gold,1,1,3,1,0,0,0,4,90,Mobile
9183,WB09183,Ananya,West Bengal,Female,55,175000,759,6,239525.65,1,Silver,0,1,2,1,0,0,0,4,90,Mobile
9184,KA09184,Esha,Karnataka,Female,31,72000,681,3,137487.11,0,Not Applicable,1,0,1,1,0,0,0,4,90,Mobile
9185,DL09185,Suresh,Delhi,Male,45,184000,710,3,67556.18,1,Silver,0,0,1,1,0,0,0,4,90,Mobile
9186,MH09186,Meenal,Maharashtra,Female,65,168000,452,3,0,1,Silver,0,0,1,0,1,1,16,,0,Mobile
9187,MH09187,Ramesh,Maharashtra,Male,47,147000,709,5,141308.6,1,Gold,0,1,2,1,0,0,0,9,140,Mobile
9188,MH09188,Pooja,Maharashtra,Female,48,186000,774,3,51153.66,1,Gold,0,0,1,1,0,0,0,4,90,Phone
9189,DL09189,Sumit,Delhi,Male,41,161000,662,1,176519.13,1,Silver,1,0,2,1,0,0,0,10,150,Mobile
9190,MH09190,Ravi,Maharashtra,Male,73,144000,503,2,0,1,Platinum,0,0,1,1,1,0,0,2,70,Branch
9191,DL09191,Pallavi,Delhi,Female,60,186000,746,2,67024.04,1,Gold,1,1,3,1,0,1,23,9,44,Email
9192,WB09192,Arvind,West Bengal,Male,33,85000,647,6,84945.13,0,Not Applicable,0,1,1,1,0,1,22,6,16,Mobile
9193,TN09193,Nandini,Tamil Nadu,Female,37,198000,642,9,12969.2,1,Gold,0,0,1,1,0,1,29,4,0,Phone
9194,MH09194,Tarun,Maharashtra,Male,53,34000,597,8,18990.68,0,Not Applicable,0,1,1,0,1,0,0,6,110,Email
9195,WB09195,Vivaan,West Bengal,Male,52,42000,569,3,31058.65,1,Gold,1,0,2,1,1,1,7,6,46,Email
9196,TN09196,Tanmay,Tamil Nadu,Male,45,174000,757,7,236675.82,0,Not Applicable,1,0,1,1,0,0,0,6,110,Phone
9197,TN09197,Anirudh,Tamil Nadu,Male,46,45000,705,7,42294.08,1,Gold,0,0,1,1,0,0,0,4,90,Phone
9198,MH09198,Arjun,Maharashtra,Male,60,38000,719,3,20494.03,1,Gold,0,0,1,1,0,0,0,6,110,Email
9199,MH09199,Vivaan,Maharashtra,Male,41,43000,697,1,98532.78,1,Gold,0,0,1,1,0,1,20,6,20,Email
9200,KA09200,Yash,Karnataka,Male,40,107000,692,2,59020.45,1,Gold,0,1,2,1,0,0,0,5,100,Mobile
9201,TN09201,Sneha,Tamil Nadu,Female,39,183000,683,4,226670.77,1,Silver,0,1,2,1,0,0,0,6,110,Mobile
9202,DL09202,Geeta,Delhi,Female,48,119000,694,1,224236.71,1,Platinum,1,0,2,1,0,0,0,8,130,Phone
9203,MH09203,Swati,Maharashtra,Female,29,157000,672,5,197577.82,1,Gold,0,1,2,1,0,0,0,9,140,Email
9204,KA09204,Suresh,Karnataka,Male,30,111000,623,2,244162.49,1,Silver,0,1,2,1,0,0,0,4,90,Email
9205,KA09205,Suraj,Karnataka,Male,78,89000,499,1,0,1,Platinum,0,0,1,0,1,1,24,5,2,Mobile
9206,MH09206,Swati,Maharashtra,Female,59,47000,564,4,1388.41,1,Platinum,0,0,1,0,1,0,0,7,120,Email
9207,DL09207,Tarun,Delhi,Male,48,200000,739,2,222757.02,0,Not Applicable,1,0,1,1,0,0,0,5,100,Email
9208,DL09208,Tarun,Delhi,Male,26,60000,653,6,0,0,Not Applicable,0,1,1,1,0,0,0,5,100,Mobile
9209,TN09209,Neha,Tamil Nadu,Female,39,83000,679,9,44449.11,0,Not Applicable,0,0,0,1,0,0,0,5,100,Email
9210,TN09210,Komal,Tamil Nadu,Female,51,77000,686,3,39776.13,0,Not Applicable,0,1,1,1,0,1,28,4,0,Phone
9211,MH09211,Sheetal,Maharashtra,Female,52,138000,662,2,120048.23,1,Gold,0,0,1,1,0,0,0,7,120,Branch
9212,KA09212,Jyoti,Karnataka,Female,60,197000,563,4,25053.08,1,Silver,0,0,1,0,1,1,19,3,0,Mobile
9213,KA09213,Ritika,Karnataka,Female,43,132000,705,2,59046.59,0,Not Applicable,0,0,0,1,0,0,0,5,100,Mobile
9214,KA09214,Rahul,Karnataka,Male,67,109000,522,3,37288.51,0,Not Applicable,0,1,1,1,1,0,0,2,70,Branch
9215,MH09215,Poonam,Maharashtra,Female,44,121000,760,5,133568.53,1,Silver,1,0,2,1,0,1,12,9,66,Mobile
9216,KA09216,Arvind,Karnataka,Male,58,144000,731,5,145758.82,1,Gold,0,1,2,1,0,0,0,9,140,Phone
9217,KA09217,Divya,Karnataka,Female,42,112000,686,2,80778.95,1,Platinum,1,1,3,1,0,0,0,6,110,Email
9218,KA09218,Farah,Karnataka,Female,35,196000,669,2,133886.28,1,Platinum,0,1,2,1,0,0,0,4,90,Branch
9219,MH09219,Vijay,Maharashtra,Male,46,75000,672,2,84727.72,1,Silver,0,0,1,1,0,0,0,9,140,Mobile
9220,MH09220,Ishaan,Maharashtra,Male,62,13000,489,6,5941.27,1,Platinum,1,0,2,0,1,1,24,6,72,Mobile
9221,WB09221,Raj,West Bengal,Male,34,49000,621,4,212903.75,1,Platinum,0,1,2,1,0,1,16,7,38,Email
9222,MH09222,Saanvi,Maharashtra,Female,50,87000,650,5,80010.86,1,Silver,0,0,1,1,0,0,0,9,140,Email
9223,KA09223,Shivam,Karnataka,Male,33,125000,756,2,15562.71,1,Platinum,0,1,2,1,0,0,0,9,140,Email
9224,MH09224,Yash,Maharashtra,Male,53,145000,652,3,14217.28,1,Gold,0,1,2,1,0,0,0,7,120,Email
9225,WB09225,Sumit,West Bengal,Male,32,113000,736,2,213139.18,1,Silver,1,1,3,1,0,0,0,6,110,Mobile
9226,KA09226,Sandeep,Karnataka,Male,51,193000,664,6,34213.3,1,Platinum,1,0,2,1,0,0,0,5,100,Email
9227,TN09227,Tanmay,Tamil Nadu,Male,49,55000,704,4,133336.86,0,Not Applicable,0,0,0,1,0,0,0,10,150,Phone
9228,DL09228,Varsha,Delhi,Female,75,50000,483,1,49876.35,0,Not Applicable,0,0,0,0,1,1,23,3,0,Phone
9229,TN09229,Ishita,Tamil Nadu,Female,30,187000,632,4,114292.83,1,Silver,0,1,2,1,0,0,0,4,90,Mobile
9230,KA09230,Kartik,Karnataka,Male,59,63000,756,3,116910.16,1,Platinum,0,1,2,1,0,0,0,5,100,Email
9231,WB09231,Priya,West Bengal,Female,32,157000,689,9,60483.89,0,Not Applicable,0,1,1,1,0,0,0,6,110,Mobile
9232,KA09232,Esha,Karnataka,Female,67,170000,547,6,4680.31,0,Not Applicable,0,1,1,1,1,0,0,8,130,Phone
9233,WB09233,Divya,West Bengal,Female,61,173000,582,1,0,1,Platinum,0,0,1,0,1,0,0,7,120,Mobile
9234,KA09234,Saanvi,Karnataka,Female,46,160000,755,6,0,0,Not Applicable,0,1,1,1,0,0,0,8,130,Phone
9235,DL09235,Gopal,Delhi,Male,59,49000,710,4,223684.39,1,Silver,0,0,1,1,0,0,0,6,110,Email
9236,MH09236,Neel,Maharashtra,Male,25,89000,742,1,57673.29,0,Not Applicable,0,0,0,1,0,0,0,4,90,Mobile
9237,DL09237,Bharat,Delhi,Male,29,54000,739,2,50468.04,1,Platinum,0,1,2,1,0,0,0,4,90,Mobile
9238,DL09238,Payal,Delhi,Female,59,33000,713,6,119919.91,1,Silver,0,0,1,1,0,0,0,4,90,Mobile
9239,WB09239,Esha,West Bengal,Female,47,50000,782,2,116357.72,1,Gold,0,1,2,1,0,0,0,4,90,Mobile
9240,MH09240,Om,Maharashtra,Male,39,92000,653,6,16802.37,0,Not Applicable,1,0,1,1,0,0,0,7,120,Phone
9241,DL09241,Tanisha,Delhi,Female,39,136000,625,4,151022.62,1,Silver,0,0,1,1,0,0,0,5,100,Branch
9242,KA09242,Seema,Karnataka,Female,67,28000,545,10,36662.37,0,Not Applicable,1,0,1,0,1,0,0,1,60,Email
9243,DL09243,Umesh,Delhi,Male,36,79000,689,1,0,1,Silver,1,0,2,1,0,0,0,10,150,Mobile
9244,MH09244,Mahesh,Maharashtra,Male,54,142000,503,6,0,1,Silver,1,1,3,0,1,0,0,5,200,Email
9245,MH09245,Riya,Maharashtra,Female,52,140000,659,7,228666.61,0,Not Applicable,1,1,2,1,0,0,0,4,90,Phone
9246,DL09246,Neel,Delhi,Male,48,182000,688,4,111663.4,1,Platinum,0,0,1,1,0,0,0,5,100,Branch
9247,MH09247,Ritik,Maharashtra,Male,50,118000,660,4,146352.81,1,Platinum,0,0,1,1,0,0,0,4,90,Phone
9248,TN09248,Rohan,Tamil Nadu,Male,55,146000,772,2,155741.23,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
9249,MH09249,Aditya,Maharashtra,Male,32,105000,822,1,228743.77,1,Platinum,0,0,1,1,0,0,0,6,110,Email
9250,TN09250,Kunal,Tamil Nadu,Male,46,125000,745,10,179136.44,1,Silver,0,0,1,1,0,1,28,10,44,Mobile
9251,MH09251,Suman,Maharashtra,Female,59,13000,600,6,47806.33,0,Not Applicable,0,0,0,0,1,0,0,5,50,Mobile
9252,DL09252,Ishaan,Delhi,Male,70,24000,577,6,48122.9,1,Platinum,0,1,2,1,1,1,16,2,0,Email
9253,MH09253,Arvind,Maharashtra,Male,69,123000,566,3,6214.69,1,Silver,0,0,1,0,1,1,30,6,0,Branch
9254,KA09254,Shivam,Karnataka,Male,73,151000,600,2,0,1,Silver,0,0,1,1,1,1,11,1,0,Email
9255,MH09255,Sandeep,Maharashtra,Male,76,119000,600,4,20066.9,1,Platinum,0,0,1,0,1,0,0,2,70,Phone
9256,MH09256,Tanisha,Maharashtra,Female,50,109000,676,2,130466.26,1,Platinum,1,0,2,1,0,0,0,6,110,Phone
9257,MH09257,Zoya,Maharashtra,Female,42,112000,737,2,138593.52,1,Gold,0,0,1,1,0,0,0,7,120,Mobile
9258,MH09258,Pankaj,Maharashtra,Male,34,188000,727,6,174762.87,1,Silver,0,0,1,1,0,0,0,4,90,Email
9259,TN09259,Bharat,Tamil Nadu,Male,58,153000,634,5,75534.87,1,Gold,0,0,1,1,0,0,0,4,90,Phone
9260,TN09260,Aditya,Tamil Nadu,Male,52,64000,605,2,181016,1,Platinum,0,1,2,1,0,0,0,8,130,Email
9261,DL09261,Mahesh,Delhi,Male,30,54000,680,3,66986.81,1,Platinum,0,1,2,1,0,0,0,8,130,Email
9262,TN09262,Neha,Tamil Nadu,Female,42,73000,758,7,0,1,Platinum,0,0,1,1,0,0,0,10,150,Email
9263,TN09263,Priya,Tamil Nadu,Female,40,59000,612,2,0,1,Gold,0,0,1,1,0,0,0,7,120,Phone
9264,DL09264,Kartik,Delhi,Male,56,80000,742,1,0,0,Not Applicable,0,1,1,1,0,1,5,6,50,Mobile
9265,TN09265,Ankita,Tamil Nadu,Female,51,135000,543,7,1885.95,1,Platinum,0,0,1,0,1,0,0,2,70,Phone
9266,KA09266,Arvind,Karnataka,Male,41,99000,679,6,56746.38,1,Platinum,1,1,3,1,0,0,0,6,110,Email
9267,MH09267,Payal,Maharashtra,Female,26,50000,663,2,109972.96,1,Platinum,0,0,1,1,0,0,0,6,110,Mobile
9268,WB09268,Saanvi,West Bengal,Female,46,43000,745,5,20068.7,1,Silver,0,1,2,1,0,0,0,4,90,Email
9269,MH09269,Ramesh,Maharashtra,Male,60,169000,766,4,78095.28,1,Platinum,0,1,2,1,0,0,0,5,100,Email
9270,TN09270,Farah,Tamil Nadu,Female,30,113000,744,8,236781.5,0,Not Applicable,0,1,1,1,0,0,0,4,90,Mobile
9271,KA09271,Rohan,Karnataka,Male,54,153000,714,9,108621.7,1,Silver,0,1,2,1,0,0,0,8,130,Email
9272,KA09272,Ananya,Karnataka,Female,49,57000,699,6,92687.14,0,Not Applicable,0,1,1,1,0,0,0,9,140,Email
9273,MH09273,Deepak,Maharashtra,Male,44,67000,791,5,105260.37,0,Not Applicable,0,1,1,1,0,0,0,5,100,Branch
9274,MH09274,Prakash,Maharashtra,Male,37,138000,637,8,183623.38,1,Platinum,0,1,2,1,0,0,0,5,100,Email
9275,KA09275,Sanjay,Karnataka,Male,52,133000,742,5,153834.83,1,Gold,0,1,2,1,0,0,0,9,140,Phone
9276,TN09276,Riya,Tamil Nadu,Female,43,34000,670,3,0,1,Silver,0,1,2,1,0,0,0,5,100,Mobile
9277,MH09277,Mohan,Maharashtra,Male,36,175000,709,1,0,1,Platinum,0,0,1,1,0,0,0,10,150,Email
9278,TN09278,Kunal,Tamil Nadu,Male,49,161000,704,9,193994.01,1,Gold,0,0,1,1,0,1,3,9,140,Mobile
9279,KA09279,Kartik,Karnataka,Male,52,51000,723,10,168139.53,1,Platinum,0,1,2,1,0,0,0,7,120,Email
9280,MH09280,Aarohi,Maharashtra,Female,28,90000,712,3,44442.75,1,Platinum,0,0,1,1,0,0,0,5,100,Mobile
9281,MH09281,Nandini,Maharashtra,Female,46,172000,725,6,0,1,Platinum,1,1,3,1,0,0,0,10,150,Mobile
9282,MH09282,Ramesh,Maharashtra,Male,59,37000,680,5,120076.56,1,Platinum,0,0,1,1,0,0,0,5,100,Email
9283,KA09283,Ashok,Karnataka,Male,67,11000,562,4,0,1,Silver,0,0,1,1,1,0,0,3,80,Mobile
9284,MH09284,Amit,Maharashtra,Male,46,93000,664,2,210346.53,1,Platinum,0,1,2,1,0,1,17,7,36,Mobile
9285,KA09285,Tarun,Karnataka,Male,32,92000,688,7,249668.13,1,Gold,0,1,2,1,0,0,0,8,130,Email
9286,MH09286,Seema,Maharashtra,Female,42,194000,776,7,108092.98,1,Silver,0,1,2,1,0,0,0,9,140,Phone
9287,TN09287,Esha,Tamil Nadu,Female,69,103000,551,1,9807.55,0,Not Applicable,1,0,1,0,1,1,23,2,0,Phone
9288,MH09288,Sumit,Maharashtra,Male,52,11000,447,1,35381.92,1,Platinum,0,1,2,0,1,0,0,4,130,Mobile
9289,TN09289,Tanmay,Tamil Nadu,Male,58,180000,491,5,9722.81,1,Platinum,0,1,2,1,1,0,0,5,100,Mobile
9290,MH09290,Naresh,Maharashtra,Male,27,57000,727,6,119837.66,0,Not Applicable,0,0,0,1,0,0,0,5,100,Mobile
9291,KA09291,Vijay,Karnataka,Male,61,19000,552,10,32740.56,1,Platinum,1,0,2,0,1,1,16,6,88,Branch
9292,TN09292,Mahesh,Tamil Nadu,Male,46,50000,676,1,240293.55,1,Platinum,0,0,1,1,0,0,0,9,140,Phone
9293,WB09293,Kartik,West Bengal,Male,60,130000,561,4,0,1,Silver,1,0,2,0,1,0,0,7,190,Branch
9294,MH09294,Vijay,Maharashtra,Male,57,195000,750,4,75852.07,0,Not Applicable,0,0,0,1,0,0,0,10,150,Mobile
9295,MH09295,Tina,Maharashtra,Female,78,15000,559,2,26784.97,1,Platinum,0,0,1,0,1,0,0,2,70,Phone
9296,MH09296,Rekha,Maharashtra,Female,75,146000,566,1,0,1,Platinum,0,1,2,1,1,1,28,1,0,Email
9297,DL09297,Swati,Delhi,Female,52,146000,695,1,60159.64,1,Gold,0,1,2,1,0,1,28,9,34,Phone
9298,KA09298,Ritika,Karnataka,Female,59,79000,560,2,19937.73,0,Not Applicable,1,0,1,0,1,0,0,5,100,Mobile
9299,MH09299,Rohan,Maharashtra,Male,31,50000,723,4,32882.17,0,Not Applicable,0,1,1,1,0,0,0,10,150,Mobile
9300,MH09300,Yogesh,Maharashtra,Male,27,180000,692,6,130607.58,1,Silver,0,1,2,1,0,1,3,5,100,Email
9301,MH09301,Rashmi,Maharashtra,Female,60,182000,635,4,238614.29,1,Gold,0,1,2,1,0,0,0,7,120,Mobile
9302,KA09302,Aditya,Karnataka,Male,27,72000,623,8,22391.48,1,Platinum,0,0,1,1,0,1,2,4,90,Mobile
9303,MH09303,Ishaan,Maharashtra,Male,60,72000,663,8,0,1,Silver,0,0,1,1,0,0,0,8,130,Mobile
9304,MH09304,Meenal,Maharashtra,Female,67,162000,586,1,0,1,Platinum,0,1,2,0,1,1,29,2,0,Phone
9305,WB09305,Pankaj,West Bengal,Male,50,22000,539,6,0,1,Silver,1,1,3,0,1,1,30,6,120,Mobile
9306,MH09306,Rohan,Maharashtra,Male,31,114000,676,5,114298.78,1,Silver,0,1,2,1,0,0,0,5,100,Email
9307,MH09307,Raj,Maharashtra,Male,46,140000,738,1,208645.02,1,Gold,0,0,1,1,0,0,0,6,110,Email
9308,MH09308,Vivaan,Maharashtra,Male,53,125000,701,8,239256.29,1,Gold,0,0,1,1,0,0,0,6,110,Email
9309,KA09309,Deepak,Karnataka,Male,58,79000,695,5,239147.49,0,Not Applicable,0,1,1,1,0,0,0,9,140,Mobile
9310,DL09310,Alka,Delhi,Female,56,172000,653,2,245107.48,1,Platinum,0,1,2,1,0,1,17,4,6,Mobile
9311,DL09311,Simran,Delhi,Female,60,32000,681,1,127930.14,1,Platinum,0,1,2,1,0,1,12,6,36,Mobile
9312,MH09312,Arvind,Maharashtra,Male,37,156000,803,1,0,1,Gold,0,0,1,1,0,0,0,6,110,Phone
9313,MH09313,Ravi,Maharashtra,Male,43,52000,745,1,89737.04,1,Gold,0,0,1,1,0,1,10,4,20,Email
9314,DL09314,Khushi,Delhi,Female,33,147000,604,3,0,1,Platinum,0,1,2,1,0,0,0,6,110,Branch
9315,KA09315,Kunal,Karnataka,Male,45,33000,689,5,72251.47,1,Silver,1,0,2,1,0,0,0,4,90,Phone
9316,MH09316,Ishita,Maharashtra,Female,52,102000,688,2,73218.62,0,Not Applicable,1,0,1,1,0,0,0,4,90,Mobile
9317,DL09317,Manisha,Delhi,Female,45,53000,623,4,16693.39,1,Gold,0,1,2,1,0,0,0,5,100,Email
9318,KA09318,Tarun,Karnataka,Male,51,15000,533,7,2610.54,0,Not Applicable,0,0,0,0,1,0,0,9,50,Email
9319,DL09319,Vaishnavi,Delhi,Female,59,53000,722,9,88458.42,1,Gold,0,1,2,1,0,0,0,10,150,Mobile
9320,MH09320,Sheetal,Maharashtra,Female,60,135000,696,2,151697.88,1,Silver,1,1,3,1,0,0,0,7,120,Mobile
9321,MH09321,Rahul,Maharashtra,Male,59,176000,545,9,22634.37,0,Not Applicable,0,0,0,0,1,1,30,3,0,Phone
9322,KA09322,Yash,Karnataka,Male,33,173000,632,4,39439.15,0,Not Applicable,0,1,1,1,0,0,0,5,100,Email
9323,KA09323,Varsha,Karnataka,Female,25,192000,730,4,33158.12,1,Platinum,0,1,2,1,0,0,0,8,130,Mobile
9324,MH09324,Charvi,Maharashtra,Female,34,189000,734,3,11514.92,1,Gold,1,0,2,1,0,0,0,8,130,Mobile
9325,MH09325,Vaishnavi,Maharashtra,Female,59,83000,691,6,142940.64,1,Platinum,0,1,2,1,0,0,0,6,110,Mobile
9326,MH09326,Vivaan,Maharashtra,Male,76,129000,529,4,32732.7,0,Not Applicable,1,1,2,0,1,0,0,10,250,Mobile
9327,KA09327,Khushi,Karnataka,Female,31,200000,740,4,34422.12,1,Gold,0,1,2,1,0,0,0,8,130,Mobile
9328,KA09328,Payal,Karnataka,Female,59,175000,712,2,185284.94,0,Not Applicable,0,1,1,1,0,0,0,6,110,Mobile
9329,MH09329,Arvind,Maharashtra,Male,45,134000,715,8,155441.58,1,Silver,0,0,1,1,0,0,0,6,110,Email
9330,MH09330,Nikhil,Maharashtra,Male,48,141000,626,2,228101.63,0,Not Applicable,1,1,2,1,0,0,0,5,100,Mobile
9331,KA09331,Mahesh,Karnataka,Male,49,158000,714,1,85413.31,1,Silver,0,1,2,1,0,1,26,8,28,Mobile
9332,TN09332,Sai,Tamil Nadu,Male,42,140000,771,6,195296.56,1,Platinum,0,0,1,1,0,0,0,5,100,Mobile
9333,MH09333,Shreya,Maharashtra,Female,51,70000,607,4,197728.6,0,Not Applicable,0,1,1,1,0,1,19,4,2,Mobile
9334,KA09334,Deepak,Karnataka,Male,63,101000,575,3,0,1,Platinum,0,0,1,0,1,0,0,6,110,Email
9335,WB09335,Vaishnavi,West Bengal,Female,31,129000,732,1,0,1,Gold,0,0,1,1,0,0,0,5,100,Mobile
9336,WB09336,Komal,West Bengal,Female,39,70000,647,2,157731.97,1,Silver,0,0,1,1,0,0,0,9,140,Phone
9337,MH09337,Kunal,Maharashtra,Male,30,199000,656,4,114917.16,1,Platinum,0,1,2,1,0,0,0,7,120,Mobile
9338,MH09338,Manisha,Maharashtra,Female,25,45000,704,7,222728.56,1,Silver,0,0,1,1,0,0,0,4,90,Mobile
9339,MH09339,Ankit,Maharashtra,Male,70,90000,500,4,5068.07,1,Platinum,0,0,1,1,1,0,0,8,130,Mobile
9340,WB09340,Shreya,West Bengal,Female,38,117000,711,9,10771.06,0,Not Applicable,0,0,0,1,0,0,0,9,140,Phone
9341,MH09341,Ishita,Maharashtra,Female,41,135000,737,4,86322.15,0,Not Applicable,1,0,1,1,0,0,0,4,90,Mobile
9342,TN09342,Mahesh,Tamil Nadu,Male,49,193000,769,1,35218.44,1,Platinum,0,1,2,1,0,0,0,8,130,Mobile
